ticket_id,customer_id,issue_type,severity,resolution_time_hrs,date
3237,15795079,Fraud Alert,Medium,29.9,2026/03/06
3238,15609669,Complaint,Low,80.6,2026/01/09
3239,15627360,Card Problem,Critical,1.3,2026/01/07
3240,15689661,Account Update,Critical,3.8,2026/07/20
3241,15692463,loginn issue,Low,131.5,2026/05/14
3242,15788539,App Bug,Low,,2026/07/04
3243,15759684,Payment Failure,High,10.8,2026/07/15
3244,15658675,Fraud Alert,High,8.0,2025/12/12
3245,15644878,Account Update,HIGH,7.4,2026/04/25
3246,15590201,Login Issue,Medium  ,25.3,2025/10/27
3247,15643865,Complaint,Low,17.4,2025/11/11
3248,15778959,,Low,46.1,2026/02/05
3249,15750258,Loan Query,High,0.5,2025/09/06
3250,15762138,,Low,50.8,2026/03/24
3251,15636982,Fraud Alert,Medium,21.7,2026/02/20
3252,15770995,App Bug,Medium,17.8,2026/07/17
3253,15760851,App Bug,Medium,2.8,2026/03/16
3254,15614302,Card Problem,Medium,16.4,2026/02/18
3255,15612109,Loan Query,Medium,5.2,2026/04/16
3256,15699637,Login Issue,CRITICAL,2.8,2026/02/21
3257,15782144,Fraud Alert,Low,59.2,2026/04/11
3258,15640418,App Bug,Critical,1.4,2026/08/02
3259,15812071,Card Problem,Critical,1.8,2026/07/04
3260,15626948,App Bug,Low,73.5,2025/11/11
3261,15567446,Complaint,low,66.2,2026/02/03
3262,15621520,Complaint,High,2.9,2026/02/14
3263,15672983,Login Issue,Medium,20.3,2026/07/08
3264,15785358,Loan Query,Low,96.2,2026/08/24
3265,15756538,Account Update,Medium  ,,2025/12/14
3266,15759034,Login Issue,High,,2026/05/06
3267,15727177,Account Update,Low,111.4,2026/02/10
3268,15660636,Complaint,High,6.7,2025/12/02
3269,15793331,,Low,65.0,2026/03/25
3270,15685947,Login Issue,critical,1.6,2026/02/13
3271,15718779,Payment Failure,High,6.1,2026/01/30
3272,15716284,Login Issue,Critical,2.2,2026/08/24
3273,15775235,Payment Failure,Critical,2.9,2026/07/24
3274,15721793,Complaint,Medium,,2026/05/12
3275,15627042,,Low,95.1,2026/06/24
3276,15740147,Login Issue,Medium,30.5,2026/01/05
3277,15697360,Loan Query,Critical,1.4,2026/02/16
3278,15664547,Account Update,Critical,2.1,2026/03/14
3279,15809320,Loan Query,Medium,33.4,2026/01/24
3280,15781534,Card Problem,High,5.0,2026/03/23
3281,15687828,Payment Failure,medium,25.4,2026/03/08
3282,15677783,Login Issue,Medium,19.7,2025/10/31
3283,15600258,Login Issue, Medium ,28.8,2026/06/18
3284,15658852,Complaint,Medium,34.9,2025/12/14
3285,15738150,loginn issue,Critical,2.1,2026/07/03
3286,15589589,Login Issue,Low,46.2,2026/06/09
3287,15806318,Payment Failure,Medium,33.9,2025/12/04
3288,15660211,Payment Failure,MEDIUM,19.9,2026/08/18
3289,15623102,Login Issue,LOW,34.2,2026/06/11
3290,15723613,Fraud Alert,Low,103.4,2025/09/16
3291,15752508,App Bug,Medium  ,,2026/04/27
3292,15719856,Login Issue,High,4.2,2026/08/31
3293,15688251,Complaint,HIGH,7.2,2025/12/19
3294,15698285,App Bug,High,5.7,2026/04/15
3295,15636595,Loan Query,MEDIUM,32.2,2026/01/30
3296,15787174,Loan Query,Medium,46.8,2026/08/23
3297,15600337,Loan Query,Medium,14.2,2025/10/08
3298,15788776,Account Update,Critical,2.0,2026/03/31
3299,15703413,Loan Query,Critical,,2026/08/13
3300,15706186,Login Issue,Low,114.2,2026/05/16
3301,15633213,Complaint,High,6.6,2025/11/13
3302,15788676,Card Problem,Low,102.6,2026/07/24
3303,15584462,Complaint,Medium,20.9,2026/02/05
3304,15722765,Complaint,Low,86.1,2026/01/04
3305,15673907,Login Issue,Low,41.3,2026/01/10
3306,15775880,Loan Query,Low,43.7,2026/08/06
3307,15795458,App Bug,Low,77.3,2025/11/20
3308,15626233,App Bug,High,1.5,2026/04/07
3309,15719809,Fraud Alert,Low,97.6,2026/03/15
3310,15790489,Complaint,Low,81.6,2025/10/10
3311,15628824,Complaint,High,1.8,2026/04/20
3312,15623791,,Low,,2026/07/06
3313,15681220,Card Problem,Critical,1.8,2026/05/06
3314,15623712,Login Issue,Low,33.6,2026/06/28
3315,15648032,App Bug,High,3.4,2026/03/27
3316,15642162,Account Update,Medium,44.3,2026/06/03
3317,15680430,Fraud Alert,Low,38.4,2026/05/20
3318,15742511,Account Update, Low ,54.8,2026/08/23
3319,15704788,Card Problem,Medium,11.4,2026/04/05
3320,15713463,Loan Query,High,7.6,2026/06/08
3321,15697311,App Bug,Low,26.4,2025/09/21
3322,15758813,Loan Query,Medium,23.3,2026/03/06
3323,15730273,Complaint,Medium,23.0,2026/08/28
3324,15674000,Card Problem,High,4.9,2026/06/04
3325,15751203,Card Problem,Critical,2.1,2026/07/04
3326,15806926,Payment Failure,High,5.6,2026/07/26
3327,15684669,Loan Query,Critical,2.6,2025/10/16
3328,15705301,Account Update,Medium,36.7,2025/10/28
3329,15579781,Fraud Alert,Medium,9.1,2026/01/08
3330,15614962,Login Issue,Low,60.8,2026/08/05
3331,15690169,Fraud Alert,Low,47.3,2026/08/09
3332,15644692,Complaint,High,6.9,2026/03/03
3333,15768566,Payment Failure,Critical,1.6,2025/11/27
3334,15790267,Loan Query,High,7.8,2026/07/31
3335,15651272,Loan Query,High,8.1,2026/07/13
3336,15803685,Payment Failure,High,6.9,2025/09/25
3337,15606552,Card Problem,Low,28.8,2026/06/18
3338,15754068,App Bug,Medium,23.8,2026/07/30
3339,15619972,Complaint,Medium,24.5,2026/08/15
3340,15791533,Account Update,Low,64.9,2026/07/31
3341,15675585,Payment Failure,Low,29.0,2026/03/26
3342,15670552,Payment Failure,Low,92.9,2026/02/19
3343,15591986,Card Problem,Low,66.6,2026/04/11
3344,15663164,App Bug,High,4.5,2025/10/27
3345,15566689,Login Issue,High,5.6,2025/09/08
3346,15738174,,Critical,0.8,2025/10/23
3347,15602043,Account Update,Critical,2.4,2026/01/13
3348,15644501,Payment Failure,Low,100.3,2025/12/25
3349,15724876,Loan Query,Medium,10.4,2026/05/22
3350,15702190,Login Issue,Low,11.4,2026/05/26
3351,15632609,Card Problem,High,7.0,2026/06/15
3352,15602043,Fraud Alert,High,,2026/06/27
3353,15794257,loginn issue,Low,63.8,2026/08/21
3354,15578722,,Critical,2.1,2026/06/24
3355,15681671,Fraud Alert,Medium,26.8,2025/12/25
3356,15711181,Fraud Alert,Low,32.2,2026/04/19
3357,15588449,Card Problem,Medium,36.2,2026/03/13
3358,15571415,Loan Query,Critical,1.9,2026/03/22
3359,15713440,Loan Query,High,5.6,2026/04/28
3360,15676909,Login Issue,High,8.2,2026/08/16
3361,15791030,Card Problem,Medium,19.4,2026/07/01
3362,15660871,loginn issue,Low,69.7,2026/08/22
3363,15617301,Card Problem,High,8.2,2026/05/17
3364,15661409,Loan Query,Low,51.6,2025/11/19
3365,15575438,Payment Failure,Medium,41.5,2026/02/26
3366,15756481,Payment Failure,Low,78.5,2025/09/15
3367,15568876,Fraud Alert,High,9.8,2026/05/08
3368,15577398,Complaint,Low,87.8,2025/10/26
3369,15790630,Complaint,Low,64.1,2026/02/01
3370,15760570,Loan Query,Medium,16.5,2026/04/03
3371,15579616,Login Issue,Critical,1.6,2025/10/16
3372,15625445,Loan Query,Critical,2.1,2025/11/01
3373,15600692,Login Issue,Critical,2.0,2025/11/14
3374,15679760,Fraud Alert,Medium,18.9,2026/02/28
3375,15777067,Payment Failure, Medium ,27.8,2026/02/09
3376,15744717,Loan Query,Low,43.3,2026/02/25
3377,15769504,Fraud Alert,Low,46.6,2026/04/24
3378,15756610,Account Update,Critical,2.0,2025/12/17
3379,15748360,Loan Query,Low,79.7,2026/05/27
3380,15651713,App Bug,Medium,41.5,2026/05/08
3381,15672467,Fraud Alert,Low,72.7,2026/02/28
3382,15675316,Loan Query,Low,57.4,2026/05/04
3383,15720919,Account Update,Low,57.2,2025/10/22
3384,15600832,Payment Failure,Medium,22.9,2026/04/15
3385,15594864,Account Update,Low,,2026/08/25
3386,15773731,Loan Query,Critical,2.7,2026/04/22
3387,15706232,Complaint,High,6.8,2026/02/13
3388,15640268,Loan Query,Low,74.8,2025/10/07
3389,15717225,Login Issue, Low ,52.0,2026/02/03
3390,15751392,Fraud Alert,Medium,31.7,2025/09/25
3391,15597968,Payment Failure,Critical,,2026/09/01
3392,15626212,Complaint,Medium,33.9,2025/10/31
3393,15594577,Payment Failure,Critical,2.3,2025/09/14
3394,15649418,Account Update,Low,84.5,2026/02/25
3395,15667456,Payment Failure,High,3.6,2026/07/31
3396,15764195,Complaint,Critical,1.2,2025/10/28
3397,15642544,Loan Query,Critical,1.9,2026/08/15
3398,15651533,App Bug,Low,72.7,2025/11/26
3399,15668775,Loan Query,High,3.0,2026/01/05
3400,15691323,,Low,93.0,2026/05/25
3401,15577313,Account Update,Low,62.6,2025/12/01
3402,15608406,Account Update,Medium,,2026/06/12
3403,15713596,Login Issue,High,5.3,2025/11/23
3404,15675675,Payment Failure,Low,74.1,2026/02/19
3405,15600692,Card Problem,Low,80.0,2026/06/16
3406,15608166,Complaint,Medium,20.9,2026/04/09
3407,15654495,App Bug,Medium,18.3,2026/04/27
3408,15591552,Complaint,Low,54.8,2025/12/30
3409,15612050,loginn issue,Medium,12.2,2026/03/29
3410,15696141,App Bug,Medium,17.6,2026/07/22
3411,15622192,Payment Failure,MEDIUM,25.6,2025/12/06
3412,15714575,,Low,82.1,2025/12/07
3413,15754649,App Bug,Medium,20.3,2026/07/27
3414,15719090,Loan Query,High,4.3,2026/08/05
3415,15641782,Payment Failure,High,7.7,2026/04/12
3416,15603065,Card Problem,High,5.1,2026/03/24
3417,15636478,Account Update,High  ,5.1,2025/09/17
3418,15731327,Payment Failure,Medium,,2026/07/14
3419,15721469,Complaint,Critical,-5.0,2025/12/13
3420,15632665,Card Problem,MEDIUM,26.1,2026/04/21
3421,15621768,Account Update,Medium,24.9,2026/07/03
3422,15696506,Loan Query,Low,47.2,2026/04/10
3423,15605918,Payment Failure,Critical,1.6,2026/03/21
3424,15575438,App Bug,Medium,28.8,2025/09/05
3425,15749671,Login Issue,Medium,27.0,2026/08/29
3426,15785611,Payment Failure,High,2.2,2025/12/21
3427,15760550,Account Update,High,6.8,2025/12/17
3428,15596414,Complaint,Critical,2.3,2026/01/23
3429,15721487,Complaint,Low,108.2,2026/08/29
3430,15729975,Loan Query,Low,105.9,2025/10/05
3431,15776850,Complaint,Low,71.0,2026/06/25
3432,15574523,App Bug,Critical,2.3,2025/10/25
3433,15607713,Loan Query,Low,68.2,2026/06/04
3434,15698324,App Bug,critical,1.9,2025/12/07
3435,15586680,,Medium,21.8,2026/03/09
3436,15764343,App Bug, Medium ,23.9,2026/02/16
3437,15706163,Complaint,Medium,19.7,2025/12/12
3438,15630661,Complaint,Low,24.9,2026/04/25
3439,15714658,Loan Query,Medium,34.5,2025/10/31
3440,15572158,Complaint,Low,64.4,2026/01/15
3441,15670866,Complaint,High,6.1,2026/08/12
3442,15804864,Complaint,Medium,37.1,2026/05/11
3443,15567832,Account Update,Low,100.7,2026/05/31
3444,15767488,Account Update,Medium,26.9,2026/07/27
3445,15626806,Account Update,Critical,3.1,2026/02/10
3446,15733361,Account Update,Medium,29.9,2026/07/05
3447,15804211,Loan Query,Low,120.2,2026/03/20
3448,15611186,App Bug,Low,106.6,2026/07/12
3449,15629551,Complaint,Critical,1.9,2026/03/22
3450,15798960,Complaint,Medium,31.0,2026/06/30
3451,15582149,Login Issue,High,9.7,2025/10/31
3452,15686835,Fraud Alert,medium,0.5,2026/02/28
3453,15582129,Account Update,Medium,32.9,2026/03/02
3454,15745295,Complaint,Low,79.3,2026/04/25
3455,15621457,Account Update,High,4.5,2026/07/16
3456,15651389,Loan Query,Low,50.0,2025/11/30
3457,15804211,Loan Query,Low,120.2,2026/08/13
3458,15598266,Loan Query,High,8.7,2026/08/30
3459,15810390,Payment Failure,High,4.0,2026/02/02
3460,15811177,Complaint,Low,80.3,2026/07/14
3461,15601263,Loan Query,Low,91.7,2026/07/02
3462,15609998,Complaint,Low,98.5,2025/10/16
3463,15591711,Card Problem,Low,79.7,2026/08/13
3464,15799815,Account Update,Low,107.2,2025/11/10
3465,15724536,Loan Query,Low,81.8,2026/02/10
3466,15605059,Card Problem,High,4.9,2025/11/02
3467,15677739,Payment Failure,Low,105.0,2026/01/03
3468,15613844,Loan Query,Low,6.0,2026/02/06
3469,15800268,Account Update,Low,86.3,2025/11/01
3470,15737414,Complaint,Medium,22.4,2025/12/05
3471,15591740,App Bug,Low,77.5,2026/03/13
3472,15610105,Account Update,High,3.2,2026/08/24
3473,15809087,Loan Query,High,6.5,2025/11/14
3474,15806332,Login Issue,Medium,27.8,2026/05/22
3475,15707120,Complaint,Medium,13.2,2026/03/20
3476,15653547,Card Problem,High,7.7,2026/04/05
3477,15791769,Loan Query,Medium,46.1,2026/07/05
3478,15621116,Account Update,Medium,28.2,2025/11/12
3479,15659234,Loan Query,Medium,24.3,2026/06/24
3480,15679663,App Bug,Critical,1.5,2026/03/18
3481,15758372,Payment Failure,Medium,22.4,2026/04/07
3482,15666884,Account Update,Low,,2025/12/07
3483,15736769,App Bug,High,6.2,2026/05/10
3484,15634772,Payment Failure,Low,58.9,2026/07/25
3485,15727197,Login Issue,High,9.7,2026/06/05
3486,15662426,Account Update,Low,108.6,2026/08/24
3487,15660475,Payment Failure,Medium,22.8,2026/07/30
3488,15631848,Login Issue,Low,88.0,2025/11/30
3489,15801920,Login Issue,Medium,36.0,2026/06/14
3490,15767339,Loan Query, Critical ,0.5,2025/11/27
3491,15750772,Login Issue,Low,63.1,2026/05/11
3492,15598086,Fraud Alert,Low,74.3,2026/01/28
3493,15622192,Payment Failure,Medium,31.6,2025/11/13
3494,15712264,Card Problem,Medium,22.3,2025/12/07
3495,15790067,Fraud Alert,Medium,5.2,2026/02/11
3496,15815443,Complaint,Critical,2.4,2026/04/21
3497,15668460,Login Issue, Low ,49.7,2026/07/17
3498,15643865,App Bug,Low,67.8,2025/09/30
3499,15794056,Loan Query,Medium,30.1,2026/03/05
3500,15668958,Login Issue,Low,94.4,2025/09/07
3501,15586870,Account Update,High,6.7,2026/05/09
3502,15722479,Account Update,Low,19.1,2025/11/11
3503,15707114,Login Issue,Medium,34.1,2025/12/11
3504,15750574,App Bug,Medium,,2026/03/18
3505,15726358,Loan Query,Low,99999.0,2026/06/17
3506,15657439,Account Update,Medium,22.3,2026/05/19
3507,15728012,Account Update,Low,3.0,2026/08/03
3508,15608387,Complaint,High,4.3,2026/05/14
3509,15714380,Payment Failure,Critical,1.9,2026/03/31
3510,15730460,App Bug,Critical,0.8,2026/08/19
3511,15750099,Login Issue,Medium,21.9,2026/05/12
3512,15647306,App Bug,Medium,15.3,2026/04/03
3513,15779174,Loan Query,Critical,1.0,2026/09/01
3514,15811927,Fraud Alert,Low,98.2,2026/04/18
3515,15693752,Complaint,Medium,26.6,2026/05/11
3516,15631222,App Bug,Medium,11.5,2025/11/27
3517,15714610,Login Issue,Medium,29.1,2025/10/15
3518,15569595,Loan Query,Low,131.3,2026/06/19
3519,15574886,Account Update,Critical,3.3,2025/09/18
3520,15592994,Payment Failure,High,8.3,2025/12/24
3521,15682839,App Bug,Low,43.6,2026/01/30
3522,15589975,Complaint,Low,94.5,2025/09/19
3523,15602405,App Bug,Low,87.1,2026/01/21
3524,15651460,Loan Query,Low,108.4,2025/12/27
3525,15697310,Payment Failure,Medium,40.1,2026/06/05
3526,15678067,Loan Query,Medium,22.4,2026/01/28
3527,15782121,Loan Query,Medium,22.9,2025/11/28
3528,15748123,Login Issue,Medium,28.5,2026/04/25
3529,15718839,Payment Failure,Critical,1.9,2026/06/19
3530,15775192,Card Problem,High,3.9,2026/05/14
3531,15684960,Fraud Alert,Critical,2.2,2026/06/11
3532,15623450,Payment Failure,Critical,2.7,2026/05/22
3533,15787529,Loan Query,Low,54.7,2025/10/30
3534,15680767,Loan Query,Medium,20.5,2026/06/23
3535,15664737,Login Issue,Low,59.8,2025/10/31
3536,15583576,Loan Query,Medium,99999.0,2026/01/18
3537,15620579,App Bug,Medium,35.6,2026/06/08
3538,15655648,Fraud Alert,medium,15.2,2026/03/09
3539,15618774,App Bug,Low,46.5,2026/06/07
3540,15736397,Payment Failure,Low  ,126.4,2025/09/24
3541,15662021,Account Update,Critical,1.7,2026/04/16
3542,15634772,Payment Failure,Medium,15.1,2026/06/09
3543,15710543,Loan Query,High,8.4,2025/12/23
3544,15686941,,Low,52.4,2026/04/08
3545,15673790,Payment Failure,Low  ,1.4,2025/10/25
3546,15672905,Loan Query,Critical,3.2,2026/08/03
3547,15663939,App Bug,Low,79.3,2026/01/07
3548,15602354,Loan Query,Medium,27.2,2026/02/02
3549,15757568,Complaint,High,7.0,2025/09/19
3550,15762216,Account Update,Low,,2026/04/21
3551,15584967,Fraud Alert,Low,80.4,2026/01/15
3552,15569098,Login Issue,Medium,32.2,2026/02/28
3553,15588219,Login Issue,Critical,,2025/10/17
3554,15606601,Fraud Alert,Critical,2.5,2026/04/15
3555,15680001,Account Update,High,7.3,2025/11/02
3556,15765461,Account Update,Low,18.6,2026/01/02
3557,15782360,Fraud Alert,Low,51.4,2025/12/19
3558,15614520,Card Problem,Medium,18.8,2026/07/01
3559,15585928,Fraud Alert,Critical,0.9,2026/08/21
3560,15703119,App Bug,Medium,25.0,2026/03/01
3561,15744517,App Bug,Critical,1.3,2026/09/01
3562,15578603,Complaint,Medium,31.0,2026/07/12
3563,15615330,Login Issue,Low,87.2,2026/07/23
3564,15800688,Loan Query,Low,42.3,2026/04/10
3565,15684934,Account Update,Low,76.5,2025/11/26
3566,15681878,Payment Failure,High,5.8,2026/07/15
3567,15724161,Payment Failure,High,-5.0,2025/11/13
3568,15721383,Payment Failure,Medium,18.5,2025/12/17
3569,15810732,Payment Failure,Medium,8.0,2025/12/17
3570,15795963,Fraud Alert,Critical,2.6,2025/10/03
3571,15617136,Loan Query,Medium,27.8,2026/06/21
3572,15601045,Payment Failure,Low,59.0,2026/03/01
3573,15744041,Card Problem,Medium,23.5,2026/06/02
3574,15738191,Complaint,Low,50.9,2026/01/24
3575,15731478,Login Issue,Low,78.4,2026/07/05
3576,15635752,Loan Query,Low,74.6,2026/06/05
3577,15663263,Account Update,Medium,29.9,2025/11/28
3578,15706116,Card Problem,Low,77.8,2026/02/15
3579,15641158,Login Issue,Low,56.0,2026/08/29
3580,15810593,Payment Failure, Critical ,2.9,2026/01/30
3581,15690664,Login Issue,Low,62.2,2026/01/29
3582,15776947,Account Update,Critical,0.9,2026/06/23
3583,15680706,Payment Failure,Critical,-5.0,2026/01/17
3584,15807889,Account Update,Critical,3.0,2026/05/24
3585,15797227,Loan Query,Low,52.1,2026/08/16
3586,15687558,App Bug,Low,101.9,2025/10/21
3587,15745527,Payment Failure,High,3.1,2025/11/11
3588,15628155,App Bug,Low,97.6,2026/04/01
3589,15734714,Complaint,Medium,27.6,2025/10/03
3590,15747503,Complaint,Low,35.4,2026/01/22
3591,15626787,Complaint,low,105.4,2026/08/04
3592,15647402,Account Update,High,9.2,2025/11/06
3593,15782418,loginn issue,Low,73.7,2026/08/28
3594,15764174,Loan Query,Low,62.3,2025/11/09
3595,15566295,Account Update,Medium,9.8,2026/01/08
3596,15813681,Fraud Alert,Medium,28.4,2025/11/16
3597,15724691,Complaint,Medium,39.4,2026/09/02
3598,15796813,Payment Failure,High,5.7,2026/02/14
3599,15753110,Account Update,Medium,25.3,2026/01/07
3600,15692575,Loan Query,Medium,37.0,2026/08/15
3601,15642787,loginn issue,High,4.3,2026/03/23
3602,15617029,Fraud Alert,High,99999.0,2026/05/11
3603,15719958,Fraud Alert,Medium,13.5,2025/11/14
3604,15783629,Payment Failure,Low,68.5,2026/06/25
3605,15734461,Complaint,Low,51.6,2026/07/23
3606,15766887,Account Update,High,5.8,2026/01/18
3607,15597951,Account Update,Low,85.7,2026/07/21
3608,15772573,Payment Failure,Medium,26.4,2026/04/03
3609,15780498,Account Update,Critical,3.2,2026/03/14
3610,15777708,Fraud Alert,High,4.5,2026/04/22
3611,15622833,,Medium,27.1,2025/10/11
3612,15642912,Login Issue,Critical,1.9,2026/07/24
3613,15774402,Loan Query,Low,,2025/10/20
3614,15610343,Login Issue,Low,120.5,2026/03/28
3615,15672499,Loan Query,Critical,,2026/05/24
3616,15682686,,Low,70.5,2026/01/23
3617,15746569,Fraud Alert,Medium,25.9,2026/08/24
3618,15681755,Payment Failure,Medium,36.4,2026/03/10
3619,15614137,Complaint,Low,116.5,2026/04/23
3620,15693947,Payment Failure,Low,,2026/05/10
3621,15638806,Card Problem,High,6.4,2026/02/17
3622,15635116,App Bug,Medium,38.7,2026/06/27
3623,15787174,Complaint,High,7.2,2025/09/04
3624,15806230,Card Problem,Low,65.5,2025/10/20
3625,15644296,Complaint,Medium,20.5,2026/04/25
3626,15771702,Payment Failure,Low,50.9,2026/07/25
3627,15679024,Payment Failure,High,5.8,2026/08/09
3628,15637646,App Bug,High,11.4,2026/08/26
3629,15628145,Card Problem,Medium,36.7,2026/03/05
3630,15705448,,Low,80.9,2025/10/05
3631,15578546,App Bug,Critical,,2026/06/03
3632,15572145,Card Problem,Critical,2.4,2026/03/25
3633,15664895,Complaint,Low,58.8,2025/12/23
3634,15672610,Login Issue,High,12.8,2026/04/10
3635,15734312,Payment Failure,High,2.0,2025/12/20
3636,15625247,Fraud Alert,High,5.9,2026/05/14
3637,15570895,Loan Query,Critical,2.9,2026/01/18
3638,15589195,Login Issue,Medium  ,8.7,2026/02/15
3639,15792916,Complaint,Medium,0.5,2026/01/26
3640,15637118,Account Update,Low,55.6,2026/02/22
3641,15731569,App Bug,Low,69.7,2026/06/10
3642,15687688,Loan Query,Medium,7.3,2026/06/25
3643,15789548,Loan Query,Low,74.1,2025/11/08
3644,15612505,Login Issue,Critical,1.0,2026/06/19
3645,15679410,Loan Query,Medium,25.0,2026/05/09
3646,15608688,App Bug,High,6.9,2026/02/25
3647,15762455,Account Update,High,,2026/08/18
3648,15664547,Login Issue,Medium,27.9,2025/09/27
3649,15705918,Complaint,Medium,14.7,2025/09/26
3650,15770420,,Medium,6.7,2025/10/23
3651,15583212,Login Issue,Low,51.7,2026/07/20
3652,15708710,Card Problem,Medium,31.1,2026/04/26
3653,15613319,Fraud Alert,Low,32.4,2025/09/11
3654,15732660,Payment Failure,Low,-5.0,2025/11/05
3655,15742323,loginn issue,High,7.2,2025/11/22
3656,15656005,Fraud Alert,Medium,29.6,2026/04/16
3657,15569503,Card Problem,Low,54.4,2026/04/24
3658,15768530,Loan Query,Low  ,85.7,2025/09/03
3659,15683124,Login Issue,Critical,2.2,2026/04/10
3660,15745012,App Bug,Critical,1.5,2025/12/15
3661,15795228,Account Update,Medium,18.9,2026/08/21
3662,15663650,Loan Query,Low,45.6,2025/11/09
3663,15704769,Loan Query,Low,111.9,2026/08/01
3664,15721592,App Bug,Low,59.4,2026/02/04
3665,15812230,Loan Query,High,0.5,2025/11/23
3666,15600337,Loan Query,Medium,14.2,2026/01/21
3667,15815259,Login Issue,Low,40.5,2025/10/20
3668,15643826,Payment Failure,Low,65.1,2026/08/04
3669,15809901,App Bug,Medium  ,25.8,2026/03/06
3670,15786469,Login Issue,High,1.8,2026/01/09
3671,15809777,App Bug,Critical,1.4,2025/10/15
3672,15576644,Account Update,Medium,19.4,2026/03/12
3673,15763063,Loan Query,Critical,1.3,2026/08/09
3674,15752186,Login Issue,Medium,11.1,2026/08/01
3675,15581968,Card Problem,Medium,21.3,2025/11/26
3676,15750970,App Bug,Medium,19.8,2025/09/29
3677,15812706,Login Issue,High,8.9,2026/03/24
3678,15579212,Login Issue,Medium,34.2,2026/07/20
3679,15753861,,Medium,39.1,2026/02/06
3680,15809830,Login Issue,Low,21.4,2026/08/27
3681,15632850,Complaint,Low,74.7,2025/12/31
3682,15598161,Login Issue,Low,131.3,2026/04/10
3683,15611189,Fraud Alert,High,10.2,2026/08/04
3684,15664808,Complaint,Medium,32.0,2025/10/19
3685,15696141,Payment Failure,Critical,2.0,2026/08/29
3686,15591135,Login Issue, Critical ,2.1,2025/10/21
3687,15785819,Account Update,Low,57.9,2025/09/03
3688,15608328,Payment Failure,High,6.0,2025/12/21
3689,15726855,Card Problem,High,5.8,2026/05/05
3690,15789014,Account Update,Medium,-5.0,2025/10/12
3691,15776494,Complaint,Low,94.5,2025/11/09
3692,15615245,Login Issue,Medium,32.1,2026/07/03
3693,15679307,Fraud Alert,Low,73.5,2025/12/27
3694,15690744,App Bug,Low,66.2,2026/05/26
3695,15581811,Payment Failure,High,7.1,2026/08/17
3696,15715638,Account Update,High,4.8,2026/04/18
3697,15621818,Complaint,Low,119.4,2025/09/07
3698,15664720,Card Problem,Low,72.5,2025/09/07
3699,15747808,Complaint,HIGH,4.3,2026/08/25
3700,15732020,App Bug,Low,63.6,2026/02/25
3701,15725028,App Bug,Medium,19.7,2025/11/03
3702,15723950,App Bug,High,9.3,2026/04/07
3703,15715709,Payment Failure,High,8.5,2026/08/24
3704,15672481,Complaint,Critical,-5.0,2025/11/09
3705,15757646,Fraud Alert,Critical,2.3,2026/05/05
3706,15669169,Account Update,Low,57.9,2025/10/09
3707,15649668,Account Update,Low,61.8,2025/12/29
3708,15717164,App Bug,Critical,0.9,2026/03/18
3709,15746802,Loan Query,Medium,30.4,2025/10/18
3710,15765287,Login Issue,Low,109.5,2025/10/25
3711,15717770,Login Issue,Critical,1.8,2025/10/25
3712,15716605,Payment Failure,Medium,43.7,2026/02/10
3713,15723604,Complaint,Medium,21.8,2026/03/10
3714,15723053,Payment Failure,Medium,13.6,2026/02/03
3715,15772781,Card Problem,Critical,-5.0,2025/11/12
3716,15763922,Loan Query,Critical,3.1,2026/03/17
3717,15743582,App Bug,Critical,0.8,2025/11/10
3718,15787071,Loan Query,High,3.1,2026/07/28
3719,15598088,Account Update,Low,126.4,2026/08/15
3720,15566633,Loan Query,Medium,22.2,2025/11/15
3721,15619626,Payment Failure,Low,81.0,2025/10/08
3722,15759038,Card Problem,Low,83.4,2026/06/01
3723,15797246,App Bug,Critical,1.3,2026/06/18
3724,15775306,Account Update,Medium,12.4,2025/09/07
3725,15666856,Card Problem,Low,57.9,2026/07/12
3726,15757521,Loan Query,High,4.3,2026/08/01
3727,15668775,Account Update,High,6.0,2025/11/26
3728,15605531,Complaint,Low,54.0,2026/04/16
3729,15606472,App Bug,Medium,24.3,2026/03/01
3730,15703763,App Bug,Medium,36.5,2025/12/21
3731,15654519,Complaint,Critical,1.4,2026/07/21
3732,15745533,Fraud Alert,Critical,2.7,2025/11/19
3733,15613102,App Bug,Low,106.9,2026/04/01
3734,15747097,Card Problem,High,8.7,2026/07/15
3735,15575185,App Bug,Low,103.9,2026/08/20
3736,15704657,Complaint,Medium,32.0,2026/04/17
3737,15656333,Loan Query,High,7.0,2025/12/23
3738,15807432,,Low,114.6,2025/10/17
3739,15588535,Loan Query,Medium,30.3,2025/10/24
3740,15619029,loginn issue,Medium,-5.0,2025/11/13
3741,15695699,Fraud Alert,High,6.8,2025/11/05
3742,15617434,Card Problem,High,7.8,2026/07/01
3743,15765311,App Bug,Low,37.0,2026/03/18
3744,15736601,Complaint,Low,87.8,2026/03/01
3745,15710543,Complaint,Medium,38.1,2026/04/10
3746,15656829,Complaint,Critical,3.0,2026/02/11
3747,15616088,Complaint,Low,59.9,2025/11/13
3748,15778589,Card Problem,Low,23.6,2026/01/07
3749,15587584,Payment Failure,Medium,32.4,2026/01/22
3750,15772341,App Bug,Low,98.2,2026/07/30
3751,15609669,Complaint,Low,80.6,2025/10/16
3752,15688337,Account Update,Medium,28.0,2026/01/08
3753,15733876,Login Issue,Critical,0.8,2026/06/13
